Tiempo(s)	Voltaje(V)
5.789999999999999591e-01	2.150937047263141721e-01
5.799999999999999600e-01	2.775043017754796892e-01
5.809999999999999609e-01	6.262315553904045373e-01
5.819999999999999618e-01	2.424385539488866925e-01
5.829999999999999627e-01	2.076945102307945490e-01
5.839999999999999636e-01	2.167022252688184381e-01
5.849999999999999645e-01	2.781477099924813956e-01
5.859999999999999654e-01	6.304137088009156287e-01
5.869999999999999662e-01	2.405083292978815734e-01
5.879999999999999671e-01	2.057642855797894299e-01
5.889999999999999680e-01	2.141285924008116126e-01
5.899999999999999689e-01	2.758957812329754233e-01
5.909999999999999698e-01	6.294485964754130691e-01
5.919999999999999707e-01	2.379346964298747480e-01
5.929999999999999716e-01	2.038340609287843108e-01
5.939999999999999725e-01	2.141285924008116126e-01
5.949999999999999734e-01	2.771825976669788361e-01
5.959999999999999742e-01	6.329873416689224541e-01
5.969999999999999751e-01	2.398649210808798671e-01
5.979999999999999760e-01	2.076945102307945490e-01
5.989999999999999769e-01	2.173456334858201444e-01
5.999999999999999778e-01	2.791128223179839551e-01
6.009999999999999787e-01	6.362043827539309859e-01
6.019999999999999796e-01	2.414734416233841330e-01
6.029999999999999805e-01	2.070511020137928426e-01
6.039999999999999813e-01	2.157371129433158785e-01
6.049999999999999822e-01	2.775043017754796892e-01
6.059999999999999831e-01	6.326656375604216009e-01
6.069999999999999840e-01	2.372912882128730416e-01
6.079999999999999849e-01	2.038340609287843108e-01
6.089999999999999858e-01	2.134851841838099062e-01
6.099999999999999867e-01	2.755740771244745702e-01
6.109999999999999876e-01	6.336307498859241605e-01
6.119999999999999885e-01	2.398649210808798671e-01
6.129999999999999893e-01	2.060859896882902831e-01
6.139999999999999902e-01	2.167022252688184381e-01
6.149999999999999911e-01	2.797562305349856615e-01
6.159999999999999920e-01	6.365260868624318391e-01
6.169999999999999929e-01	2.414734416233841330e-01
6.179999999999999938e-01	2.080162143392954022e-01
6.189999999999999947e-01	2.167022252688184381e-01
6.199999999999999956e-01	2.791128223179839551e-01
6.209999999999999964e-01	6.349175663199275732e-01
6.219999999999999973e-01	2.392215128638781607e-01
6.229999999999999982e-01	2.044774691457860172e-01
6.239999999999999991e-01	2.147720006178133190e-01
6.250000000000000000e-01	2.781477099924813956e-01
6.260000000000000009e-01	6.336307498859241605e-01
6.270000000000000018e-01	2.385781046468764544e-01
6.280000000000000027e-01	2.057642855797894299e-01
6.290000000000000036e-01	2.167022252688184381e-01
6.300000000000000044e-01	2.865120168135035783e-01
6.310000000000000053e-01	6.362043827539309859e-01
6.320000000000000062e-01	2.421168498403858393e-01
6.330000000000000071e-01	2.080162143392954022e-01
6.340000000000000080e-01	2.215277868963312358e-01
6.350000000000000089e-01	2.942329154175240546e-01
6.360000000000000098e-01	6.352392704284284264e-01
6.370000000000000107e-01	2.405083292978815734e-01
6.380000000000000115e-01	2.057642855797894299e-01
6.390000000000000124e-01	2.228146033303346485e-01
6.400000000000000133e-01	2.984150688280351460e-01
6.410000000000000142e-01	6.329873416689224541e-01
6.420000000000000151e-01	2.379346964298747480e-01
6.430000000000000160e-01	2.044774691457860172e-01
6.440000000000000169e-01	2.289269813918508589e-01
6.450000000000000178e-01	3.051708551065530628e-01
6.460000000000000187e-01	6.271966677159070969e-01
6.470000000000000195e-01	2.408300334063824266e-01
6.480000000000000204e-01	2.070511020137928426e-01
6.490000000000000213e-01	2.356827676703687757e-01
6.500000000000000222e-01	3.103181208425667137e-01
6.510000000000000231e-01	5.953479609743226320e-01
6.520000000000000240e-01	2.421168498403858393e-01
6.530000000000000249e-01	2.067293979052919894e-01
6.540000000000000258e-01	2.372912882128730416e-01
6.550000000000000266e-01	3.099964167340658605e-01
6.560000000000000275e-01	5.293986187316477299e-01
6.570000000000000284e-01	2.379346964298747480e-01
6.580000000000000293e-01	2.044774691457860172e-01
6.590000000000000302e-01	2.369695841043721884e-01
6.600000000000000311e-01	3.096747126255650073e-01
6.610000000000000320e-01	4.525113367999438196e-01
6.620000000000000329e-01	2.401866251893807203e-01
6.630000000000000338e-01	2.060859896882902831e-01
6.640000000000000346e-01	2.405083292978815734e-01
6.650000000000000355e-01	3.141785701445769519e-01
6.660000000000000364e-01	3.888139233167748898e-01
6.670000000000000373e-01	2.414734416233841330e-01
6.680000000000000382e-01	2.073728061222936958e-01
6.690000000000000391e-01	2.411517375148832798e-01
6.700000000000000400e-01	3.125700496020726860e-01
6.710000000000000409e-01	3.418451234756503254e-01
6.720000000000000417e-01	2.392215128638781607e-01
6.730000000000000426e-01	2.031906527117826045e-01
6.740000000000000435e-01	2.382564005383756012e-01
6.750000000000000444e-01	3.103181208425667137e-01
6.760000000000000453e-01	3.096747126255650073e-01
6.770000000000000462e-01	2.379346964298747480e-01
6.780000000000000471e-01	2.047991732542868704e-01
6.790000000000000480e-01	2.405083292978815734e-01
6.800000000000000488e-01	3.135351619275752455e-01
6.810000000000000497e-01	2.958414359600283206e-01
6.820000000000000506e-01	2.414734416233841330e-01
6.830000000000000515e-01	2.073728061222936958e-01
6.840000000000000524e-01	2.421168498403858393e-01
6.850000000000000533e-01	3.145002742530778050e-01
6.860000000000000542e-01	2.852252003795001656e-01
6.870000000000000551e-01	2.405083292978815734e-01
6.879999999999999449e-01	2.064076937967911363e-01
6.889999999999999458e-01	2.395432169723790139e-01
6.899999999999999467e-01	3.112832331680692732e-01
6.909999999999999476e-01	2.765391894499771297e-01
6.919999999999999485e-01	2.382564005383756012e-01
6.929999999999999494e-01	2.044774691457860172e-01
6.939999999999999503e-01	2.405083292978815734e-01
6.949999999999999512e-01	3.119266413850709796e-01
6.959999999999999520e-01	2.755740771244745702e-01
6.969999999999999529e-01	2.411517375148832798e-01
6.979999999999999538e-01	2.073728061222936958e-01
6.989999999999999547e-01	2.437253703828901052e-01
6.999999999999999556e-01	3.154653865785803646e-01
7.009999999999999565e-01	2.752523730159737170e-01
7.019999999999999574e-01	2.411517375148832798e-01
7.029999999999999583e-01	2.064076937967911363e-01
7.039999999999999591e-01	2.414734416233841330e-01
7.049999999999999600e-01	3.128917537105735391e-01
7.059999999999999609e-01	2.713919237139634788e-01
7.069999999999999618e-01	2.382564005383756012e-01
7.079999999999999627e-01	2.041557650372851640e-01
7.089999999999999636e-01	2.392215128638781607e-01
7.099999999999999645e-01	3.116049372765701264e-01
7.109999999999999654e-01	2.720353319309651852e-01
7.119999999999999662e-01	2.398649210808798671e-01
7.129999999999999671e-01	2.067293979052919894e-01
7.139999999999999680e-01	2.430819621658883989e-01
7.149999999999999689e-01	3.151436824700795114e-01
7.159999999999999698e-01	2.746089647989720106e-01
7.169999999999999707e-01	2.421168498403858393e-01
7.179999999999999716e-01	2.073728061222936958e-01
7.189999999999999725e-01	2.430819621658883989e-01
7.199999999999999734e-01	3.145002742530778050e-01
7.209999999999999742e-01	2.726787401479668915e-01
7.219999999999999751e-01	2.398649210808798671e-01
7.229999999999999760e-01	2.047991732542868704e-01
7.239999999999999769e-01	2.392215128638781607e-01
7.249999999999999778e-01	3.125700496020726860e-01
7.259999999999999787e-01	2.713919237139634788e-01
7.269999999999999796e-01	2.395432169723790139e-01
7.279999999999999805e-01	2.057642855797894299e-01
7.289999999999999813e-01	2.417951457318849862e-01
7.299999999999999822e-01	3.157870906870812178e-01
7.309999999999999831e-01	2.752523730159737170e-01
7.319999999999999840e-01	2.427602580573875457e-01
7.329999999999999849e-01	2.096247348817996681e-01
7.339999999999999858e-01	2.430819621658883989e-01
7.349999999999999867e-01	3.161087947955820709e-01
7.359999999999999876e-01	2.749306689074728638e-01
7.369999999999999885e-01	2.388998087553773075e-01
7.379999999999999893e-01	2.083379184477962554e-01
7.389999999999999902e-01	2.398649210808798671e-01
7.399999999999999911e-01	3.135351619275752455e-01
7.409999999999999920e-01	2.877988332475069910e-01
7.419999999999999929e-01	2.353610635618679225e-01
7.429999999999999938e-01	2.076945102307945490e-01
7.439999999999999947e-01	2.405083292978815734e-01
7.449999999999999956e-01	3.148219783615786582e-01
7.459999999999999964e-01	3.341242248716298491e-01
7.469999999999999973e-01	2.353610635618679225e-01
7.479999999999999982e-01	2.125200718583073467e-01
7.489999999999999991e-01	2.434036662743892521e-01
7.500000000000000000e-01	3.177173153380863369e-01
7.510000000000000009e-01	4.023254958738107234e-01
7.520000000000000018e-01	2.334308389108628035e-01
7.530000000000000027e-01	2.125200718583073467e-01
7.540000000000000036e-01	2.417951457318849862e-01
7.550000000000000044e-01	3.148219783615786582e-01
7.560000000000000053e-01	4.708484709844924510e-01
7.570000000000000062e-01	2.286052772833500057e-01
7.580000000000000071e-01	2.096247348817996681e-01
7.590000000000000080e-01	2.401866251893807203e-01
7.600000000000000089e-01	3.141785701445769519e-01
7.610000000000000098e-01	5.248947612126357853e-01
7.620000000000000107e-01	2.292486855003517121e-01
7.630000000000000115e-01	2.121983677498064935e-01
7.640000000000000124e-01	2.414734416233841330e-01
7.650000000000000133e-01	3.173956112295854837e-01
7.660000000000000142e-01	5.625341419072356075e-01
7.670000000000000151e-01	2.305355019343551248e-01
7.680000000000000160e-01	2.144502965093124658e-01
7.690000000000000169e-01	2.421168498403858393e-01
7.700000000000000178e-01	3.167522030125837773e-01
7.710000000000000187e-01	5.821580925257876515e-01
7.720000000000000195e-01	2.269967567408457398e-01
7.730000000000000204e-01	2.105898472073022276e-01
7.740000000000000213e-01	2.388998087553773075e-01
7.750000000000000222e-01	3.135351619275752455e-01
7.760000000000000231e-01	5.934177363233175129e-01
7.770000000000000240e-01	2.269967567408457398e-01
7.780000000000000249e-01	2.118766636413056403e-01
7.790000000000000258e-01	2.405083292978815734e-01
7.800000000000000266e-01	3.164304989040829241e-01
7.810000000000000275e-01	6.040339719038456678e-01
7.820000000000000284e-01	2.298920937173534185e-01
7.830000000000000293e-01	2.144502965093124658e-01
7.840000000000000302e-01	2.437253703828901052e-01
7.850000000000000311e-01	3.170739071210846305e-01
7.860000000000000320e-01	6.078944212058559060e-01
7.870000000000000329e-01	2.286052772833500057e-01
7.880000000000000338e-01	2.125200718583073467e-01
7.890000000000000346e-01	2.405083292978815734e-01
7.900000000000000355e-01	3.138568660360760987e-01
7.910000000000000364e-01	6.072510129888541996e-01
7.920000000000000373e-01	2.257099403068423271e-01
7.930000000000000382e-01	2.115549595328047872e-01
7.940000000000000391e-01	2.411517375148832798e-01
7.950000000000000400e-01	3.154653865785803646e-01
7.960000000000000409e-01	6.101463499653618783e-01
7.970000000000000417e-01	2.286052772833500057e-01
7.980000000000000426e-01	2.144502965093124658e-01
7.990000000000000435e-01	2.427602580573875457e-01
8.000000000000000444e-01	3.177173153380863369e-01
8.010000000000000453e-01	6.127199828333687037e-01
8.020000000000000462e-01	2.286052772833500057e-01
8.030000000000000471e-01	2.138068882923107594e-01
8.040000000000000480e-01	2.421168498403858393e-01
8.050000000000000488e-01	3.154653865785803646e-01
8.060000000000000497e-01	6.095029417483601719e-01
8.070000000000000506e-01	2.257099403068423271e-01
8.080000000000000515e-01	2.099464389903005213e-01
8.090000000000000524e-01	2.392215128638781607e-01
8.100000000000000533e-01	3.164304989040829241e-01
8.110000000000000542e-01	6.104680540738627315e-01
8.120000000000000551e-01	2.279618690663482994e-01
8.129999999999999449e-01	2.128417759668081999e-01
8.139999999999999458e-01	2.421168498403858393e-01
8.149999999999999467e-01	3.238296933996025473e-01
8.159999999999999476e-01	6.127199828333687037e-01
8.169999999999999485e-01	2.295703896088525653e-01
8.179999999999999494e-01	2.141285924008116126e-01
8.189999999999999503e-01	2.427602580573875457e-01
8.199999999999999512e-01	3.286552550271153450e-01
8.209999999999999520e-01	6.111114622908644378e-01
8.219999999999999529e-01	2.263533485238440335e-01
8.229999999999999538e-01	2.105898472073022276e-01
8.239999999999999547e-01	2.411517375148832798e-01
8.249999999999999556e-01	3.315505920036230236e-01
8.259999999999999565e-01	6.095029417483601719e-01
8.269999999999999574e-01	2.266750526323448867e-01
8.279999999999999583e-01	2.115549595328047872e-01
8.289999999999999591e-01	2.453338909253943712e-01
8.299999999999999600e-01	3.383063782821409404e-01
8.309999999999999609e-01	6.043556760123465210e-01
8.319999999999999618e-01	2.295703896088525653e-01
8.329999999999999627e-01	2.144502965093124658e-01
8.339999999999999636e-01	2.482292279019020498e-01
8.349999999999999645e-01	3.412017152586486191e-01
8.359999999999999654e-01	5.532047227607108653e-01
8.369999999999999662e-01	2.276401649578474462e-01
8.379999999999999671e-01	2.121983677498064935e-01
8.389999999999999680e-01	2.462990032508969307e-01
8.399999999999999689e-01	3.395931947161443532e-01
8.409999999999999698e-01	4.499377039319369942e-01
8.419999999999999707e-01	2.250665320898406208e-01
8.429999999999999716e-01	2.109115513158030808e-01
8.439999999999999725e-01	2.469424114678986371e-01
8.449999999999999734e-01	3.428102358011528850e-01
8.459999999999999742e-01	3.209343564230948687e-01
8.469999999999999751e-01	2.282835731748491526e-01
8.479999999999999760e-01	2.138068882923107594e-01
8.489999999999999769e-01	2.511245648784097284e-01
8.499999999999999778e-01	3.463489809946622699e-01
8.509999999999999787e-01	2.076945102307945490e-01
8.519999999999999796e-01	2.286052772833500057e-01
8.529999999999999805e-01	2.134851841838099062e-01
8.539999999999999813e-01	2.488726361189037561e-01
8.549999999999999822e-01	3.437753481266554445e-01
8.559999999999999831e-01	1.234080338035710156e-01
8.569999999999999840e-01	2.250665320898406208e-01
8.579999999999999849e-01	2.105898472073022276e-01
8.589999999999999858e-01	2.472641155763994902e-01
8.599999999999999867e-01	3.434536440181545913e-01
8.609999999999999876e-01	7.257878466043621302e-02
8.619999999999999885e-01	2.263533485238440335e-01
8.629999999999999893e-01	2.128417759668081999e-01
8.639999999999999902e-01	2.501594525529071689e-01
8.649999999999999911e-01	3.466706851031631231e-01
8.659999999999999920e-01	4.362541489535942674e-02
8.669999999999999929e-01	2.295703896088525653e-01
8.679999999999999938e-01	2.138068882923107594e-01
8.689999999999999947e-01	2.495160443359054625e-01
8.699999999999999956e-01	3.450621645606588572e-01
8.709999999999999964e-01	2.400146427680738270e-02
8.719999999999999973e-01	2.260316444153431803e-01
8.729999999999999982e-01	2.109115513158030808e-01
8.739999999999999991e-01	2.466207073593977839e-01
8.750000000000000000e-01	3.428102358011528850e-01
8.760000000000000009e-01	1.177670815377496183e-02
8.770000000000000018e-01	2.263533485238440335e-01
8.780000000000000027e-01	2.112332554243039340e-01
8.790000000000000036e-01	2.488726361189037561e-01
8.800000000000000044e-01	3.450621645606588572e-01
8.810000000000000053e-01	8.881371177267283201e-03
8.820000000000000062e-01	2.286052772833500057e-01
8.830000000000000071e-01	2.144502965093124658e-01
8.840000000000000080e-01	2.501594525529071689e-01
8.850000000000000089e-01	3.457055727776605636e-01
8.860000000000000098e-01	5.342625983757898211e-03
8.870000000000000107e-01	2.276401649578474462e-01
8.880000000000000115e-01	2.128417759668081999e-01
8.890000000000000124e-01	2.475858196849003434e-01
8.900000000000000133e-01	3.421668275841511786e-01
8.910000000000000142e-01	8.387684647459536791e-04
8.920000000000000151e-01	2.260316444153431803e-01
8.930000000000000160e-01	2.112332554243039340e-01
8.940000000000000169e-01	2.479075237934011966e-01
8.950000000000000178e-01	3.440970522351562977e-01
8.960000000000000187e-01	2.447289007250219584e-03
8.970000000000000195e-01	2.286052772833500057e-01
8.980000000000000204e-01	2.144502965093124658e-01
8.990000000000000213e-01	2.504811566614080220e-01
9.000000000000000222e-01	3.463489809946622699e-01
9.010000000000000231e-01	3.734105441253632307e-03
9.020000000000000240e-01	2.282835731748491526e-01
9.030000000000000249e-01	2.134851841838099062e-01
9.040000000000000258e-01	2.491943402274046093e-01
9.050000000000000266e-01	3.408800111501477659e-01
9.060000000000000275e-01	8.387684647459536791e-04
9.070000000000000284e-01	2.253882361983414739e-01
9.080000000000000293e-01	2.099464389903005213e-01
9.090000000000000302e-01	2.469424114678986371e-01
9.100000000000000311e-01	3.392714906076435000e-01
9.110000000000000320e-01	1.482176681747660041e-03
9.120000000000000329e-01	2.276401649578474462e-01
9.130000000000000338e-01	2.134851841838099062e-01
9.140000000000000346e-01	2.504811566614080220e-01
9.150000000000000355e-01	3.402366029331460595e-01
9.160000000000000364e-01	4.377513658255338669e-03
9.170000000000000373e-01	2.295703896088525653e-01
9.180000000000000382e-01	2.157371129433158785e-01
9.190000000000000391e-01	2.501594525529071689e-01
9.200000000000000400e-01	3.363761536311358213e-01
9.210000000000000409e-01	2.768993115751072764e-03
9.220000000000000417e-01	2.260316444153431803e-01
9.230000000000000426e-01	2.125200718583073467e-01
9.240000000000000435e-01	2.469424114678986371e-01
9.250000000000000444e-01	3.318722961121238768e-01
9.260000000000000453e-01	1.953602477442473173e-04
9.270000000000000462e-01	2.241014197643380612e-01
9.280000000000000471e-01	2.163805211603175849e-01
9.290000000000000480e-01	2.488726361189037561e-01
9.300000000000000488e-01	3.347676330886315554e-01
9.310000000000000497e-01	2.125584898749366403e-03
9.320000000000000506e-01	2.247448279813397676e-01
9.330000000000000515e-01	2.205626745708286762e-01
9.340000000000000524e-01	2.508028607699088752e-01
9.350000000000000533e-01	3.338025207631289959e-01
9.360000000000000542e-01	-3.343384945765137672e-03
9.370000000000000551e-01	2.221711951133329421e-01
9.379999999999999449e-01	2.189541540283244103e-01
9.389999999999999458e-01	2.469424114678986371e-01
9.399999999999999467e-01	3.312288878951221704e-01
9.409999999999999476e-01	-9.134058898780494928e-03
9.419999999999999485e-01	2.192758581368252635e-01
9.429999999999999494e-01	2.189541540283244103e-01
9.439999999999999503e-01	2.479075237934011966e-01
9.449999999999999512e-01	3.315505920036230236e-01
9.459999999999999520e-01	-1.042087533278390765e-02
9.469999999999999529e-01	2.208843786793295294e-01
9.479999999999999538e-01	2.231363074388355017e-01
9.489999999999999547e-01	2.508028607699088752e-01
9.499999999999999556e-01	3.347676330886315554e-01
9.509999999999999565e-01	-1.042087533278390765e-02
9.519999999999999574e-01	2.202409704623278230e-01
9.529999999999999583e-01	2.221711951133329421e-01
9.539999999999999591e-01	2.488726361189037561e-01
9.549999999999999600e-01	3.315505920036230236e-01
9.559999999999999609e-01	-1.556814106879755855e-02
9.569999999999999618e-01	2.173456334858201444e-01
9.579999999999999627e-01	2.192758581368252635e-01
9.589999999999999636e-01	2.475858196849003434e-01
9.599999999999999645e-01	3.305854796781204641e-01
9.609999999999999654e-01	-1.492473285179585218e-02
9.619999999999999662e-01	2.183107458113227040e-01
9.629999999999999671e-01	2.215277868963312358e-01
9.639999999999999680e-01	2.504811566614080220e-01
9.649999999999999689e-01	3.347676330886315554e-01
9.659999999999999698e-01	-1.299450820079073310e-02
9.669999999999999707e-01	2.205626745708286762e-01
9.679999999999999716e-01	2.231363074388355017e-01
9.689999999999999725e-01	2.504811566614080220e-01
9.699999999999999734e-01	3.321940002206247300e-01
9.709999999999999742e-01	-1.460302874329499900e-02
9.719999999999999751e-01	2.173456334858201444e-01
9.729999999999999760e-01	2.195975622453261167e-01
9.739999999999999769e-01	2.469424114678986371e-01
9.749999999999999778e-01	3.296203673526179045e-01
9.759999999999999787e-01	-1.685495750280097127e-02
9.769999999999999796e-01	2.176673375943209976e-01
9.779999999999999805e-01	2.208843786793295294e-01
9.789999999999999813e-01	2.488726361189037561e-01
9.799999999999999822e-01	3.331591125461272895e-01
9.809999999999999831e-01	-1.299450820079073310e-02
9.819999999999999840e-01	2.205626745708286762e-01
9.829999999999999849e-01	2.234580115473363549e-01
9.839999999999999858e-01	2.501594525529071689e-01
9.849999999999999867e-01	3.338025207631289959e-01
9.859999999999999876e-01	-1.395962052629329264e-02
9.869999999999999885e-01	2.186324499198235571e-01
9.879999999999999893e-01	2.208843786793295294e-01
9.889999999999999902e-01	2.472641155763994902e-01
9.899999999999999911e-01	3.292986632441170514e-01
9.909999999999999920e-01	-1.685495750280097127e-02
9.919999999999999929e-01	2.170239293773192912e-01
9.929999999999999938e-01	2.202409704623278230e-01
9.939999999999999947e-01	2.479075237934011966e-01
9.949999999999999956e-01	3.273684385931119323e-01
9.959999999999999964e-01	-1.428132463479414582e-02
9.969999999999999973e-01	2.192758581368252635e-01
9.979999999999999982e-01	2.234580115473363549e-01
9.989999999999999991e-01	2.508028607699088752e-01
